STATIONS_ID,BEZUGSDATUM_SYNOP,MESSZEITPUNKT,QN_1,AE_GB_POS,AE_GL_POS,AE_GPM,AE_P,AE_TT,AE_RF,AE_TD,AE_FF,AE_DD,eor
4928,2021060112,1472,-999,48.8,9.17,8223,352.5,-38,23,-51.6,3.2,12,eor
4928,2021060112,1474,-999,48.8,9.17,8232,352,-38,23,-51.6,3.1,13,eor
4928,2021060112,1476,-999,48.8,9.17,8242,351.5,-38,22,-52.1,2.9,14,eor
4928,2021060112,1478,-999,48.8,9.17,8252,351,-38.1,20,-52.7,2.8,15,eor
4928,2021060112,1480,-999,48.8,9.17,8263,350.5,-38.2,20,-53,2.7,17,eor
4928,2021060112,1482,-999,48.8,9.17,8275,349.9,-38.3,20,-53.2,2.6,19,eor
4928,2021060112,1484,-999,48.8,9.17,8285,349.3,-38.3,19,-53.6,2.5,21,eor
4928,2021060112,1486,-999,48.8,9.17,8297,348.8,-38.4,19,-53.8,2.4,23,eor
4928,2021060112,1488,-999,48.8,9.17,8308,348.2,-38.5,19,-53.8,2.4,25,eor
4928,2021060112,1490,-999,48.8,9.17,8317,347.7,-38.6,19,-53.8,2.4,26,eor
4928,2021060112,1492,-999,48.8,9.17,8327,347.2,-38.6,19,-53.8,2.4,27,eor
4928,2021060112,1494,-999,48.8,9.17,8336,346.7,-38.7,19,-53.8,2.5,27,eor
4928,2021060112,1496,-999,48.8,9.17,8347,346.2,-38.8,19,-53.8,2.5,27,eor
4928,2021060112,1498,-999,48.8,9.17,8358,345.7,-38.9,20,-53.8,2.6,26,eor
4928,2021060112,1500,-999,48.8,9.17,8367,345.2,-39,20,-53.8,2.6,25,eor
4928,2021060112,1502,-999,48.8,9.17,8378,344.7,-39.1,20,-53.9,2.7,24,eor
4928,2021060112,1504,-999,48.8,9.17,8387,344.2,-39.2,19,-54.2,2.7,23,eor
4928,2021060112,1506,-999,48.8,9.17,8398,343.7,-39.2,18,-54.8,2.7,22,eor
4928,2021060112,1508,-999,48.8,9.17,8407,343.2,-39.3,17,-55.1,2.7,21,eor
4928,2021060112,1510,-999,48.8,9.17,8417,342.7,-39.3,17,-55.3,2.7,21,eor
4928,2021060112,1512,-999,48.8,9.17,8425,342.3,-39.4,17,-55.5,2.7,21,eor
4928,2021060112,1514,-999,48.8,9.17,8434,341.8,-39.4,17,-55.6,2.7,21,eor
4928,2021060112,1516,-999,48.8,9.17,8443,341.4,-39.5,17,-55.5,2.7,22,eor
4928,2021060112,1518,-999,48.8,9.17,8452,340.9,-39.6,17,-55.5,2.7,22,eor
4928,2021060112,1520,-999,48.8,9.17,8461,340.5,-39.6,17,-55.4,2.6,23,eor
4928,2021060112,1522,-999,48.8,9.17,8470,340,-39.7,18,-55.3,2.6,25,eor
4928,2021060112,1524,-999,48.8,9.17,8481,339.5,-39.7,18,-55.2,2.6,26,eor
4928,2021060112,1526,-999,48.8,9.17,8491,338.9,-39.8,19,-54.9,2.6,27,eor
4928,2021060112,1528,-999,48.8,9.17,8504,338.4,-39.9,19,-54.7,2.7,29,eor
4928,2021060112,1530,-999,48.8,9.17,8517,337.8,-40,19,-54.8,2.7,30,eor
4928,2021060112,1532,-999,48.8,9.17,8530,337.2,-40.1,18,-55.4,2.8,31,eor
4928,2021060112,1534,-999,48.8,9.17,8540,336.6,-40.1,17,-55.9,2.8,32,eor
4928,2021060112,1536,-999,48.8,9.17,8550,336.1,-40.2,17,-55.9,2.9,33,eor
4928,2021060112,1538,-999,48.8,9.17,8560,335.6,-40.3,18,-55.8,2.9,33,eor
4928,2021060112,1540,-999,48.8,9.17,8569,335.2,-40.4,18,-55.7,3,34,eor
4928,2021060112,1542,-999,48.8,9.17,8577,334.7,-40.5,19,-55.6,3,34,eor
4928,2021060112,1544,-999,48.8,9.17,8586,334.3,-40.6,19,-55.4,3.1,34,eor
4928,2021060112,1546,-999,48.8,9.17,8596,333.8,-40.6,19,-55.4,3.1,34,eor
4928,2021060112,1548,-999,48.8,9.17,8605,333.4,-40.7,19,-55.4,3.2,35,eor
4928,2021060112,1550,-999,48.8,9.17,8614,332.9,-40.8,20,-55.5,3.3,35,eor
4928,2021060112,1552,-999,48.8,9.17,8623,332.5,-40.9,20,-55.5,3.3,35,eor
4928,2021060112,1554,-999,48.8,9.17,8633,332,-41,20,-55.5,3.4,36,eor
4928,2021060112,1556,-999,48.8,9.17,8642,331.6,-41.1,20,-55.6,3.4,36,eor
4928,2021060112,1558,-999,48.8,9.16,8651,331.1,-41.2,20,-55.6,3.4,37,eor
4928,2021060112,1560,-999,48.8,9.16,8661,330.7,-41.2,20,-55.5,3.5,37,eor
4928,2021060112,1562,-999,48.8,9.16,8670,330.2,-41.3,20,-55.6,3.5,38,eor
4928,2021060112,1564,-999,48.8,9.16,8680,329.7,-41.4,20,-55.6,3.5,39,eor
4928,2021060112,1566,-999,48.8,9.16,8690,329.3,-41.5,20,-55.8,3.6,39,eor
4928,2021060112,1568,-999,48.8,9.16,8699,328.8,-41.6,20,-56,3.6,40,eor
4928,2021060112,1570,-999,48.8,9.16,8707,328.4,-41.7,20,-56,3.6,40,eor
4928,2021060112,1572,-999,48.8,9.16,8717,327.9,-41.7,21,-55.8,3.6,41,eor
4928,2021060112,1574,-999,48.8,9.16,8727,327.5,-41.8,21,-55.6,3.6,41,eor
4928,2021060112,1576,-999,48.8,9.16,8737,327,-41.9,22,-55.5,3.7,41,eor
4928,2021060112,1578,-999,48.8,9.16,8746,326.5,-42,22,-55.5,3.7,41,eor
4928,2021060112,1580,-999,48.8,9.16,8756,326.1,-42.1,22,-55.7,3.7,41,eor
4928,2021060112,1582,-999,48.8,9.16,8764,325.6,-42.1,22,-55.8,3.7,41,eor
4928,2021060112,1584,-999,48.8,9.16,8774,325.2,-42.2,22,-55.8,3.7,41,eor
4928,2021060112,1586,-999,48.8,9.16,8784,324.7,-42.3,22,-55.8,3.8,41,eor
4928,2021060112,1588,-999,48.8,9.16,8794,324.2,-42.4,22,-55.9,3.8,41,eor
4928,2021060112,1590,-999,48.8,9.16,8803,323.8,-42.5,22,-56,3.8,41,eor
4928,2021060112,1592,-999,48.8,9.16,8813,323.3,-42.6,22,-56.1,3.9,41,eor
4928,2021060112,1594,-999,48.8,9.16,8822,322.9,-42.7,22,-56.2,3.9,41,eor
4928,2021060112,1596,-999,48.8,9.16,8833,322.4,-42.8,22,-56.3,4,41,eor
4928,2021060112,1598,-999,48.8,9.16,8842,321.9,-42.9,21,-56.5,4,41,eor
4928,2021060112,1600,-999,48.8,9.16,8851,321.5,-43,21,-56.9,4,40,eor
4928,2021060112,1602,-999,48.8,9.16,8861,321,-43,19,-57.4,4.1,40,eor
4928,2021060112,1604,-999,48.8,9.16,8870,320.6,-43.1,19,-57.8,4.1,39,eor
4928,2021060112,1606,-999,48.8,9.16,8878,320.2,-43.2,19,-57.6,4.2,39,eor
4928,2021060112,1608,-999,48.8,9.16,8887,319.8,-43.2,21,-56.9,4.2,38,eor
4928,2021060112,1610,-999,48.8,9.16,8897,319.3,-43.3,23,-56.2,4.2,38,eor
4928,2021060112,1612,-999,48.8,9.16,8906,318.9,-43.4,25,-55.9,4.3,37,eor
4928,2021060112,1614,-999,48.8,9.16,8916,318.4,-43.5,25,-55.8,4.3,36,eor
4928,2021060112,1616,-999,48.8,9.16,8925,318,-43.6,25,-56,4.3,36,eor
4928,2021060112,1618,-999,48.8,9.16,8935,317.5,-43.6,23,-56.6,4.4,35,eor
4928,2021060112,1620,-999,48.8,9.16,8945,317,-43.7,22,-57.1,4.4,34,eor
4928,2021060112,1622,-999,48.8,9.16,8955,316.6,-43.7,21,-57.5,4.4,34,eor
4928,2021060112,1624,-999,48.8,9.16,8964,316.1,-43.8,20,-57.8,4.5,34,eor
4928,2021060112,1626,-999,48.8,9.16,8973,315.7,-43.8,20,-58,4.5,33,eor
4928,2021060112,1628,-999,48.8,9.16,8982,315.3,-43.9,19,-58.2,4.5,33,eor
4928,2021060112,1630,-999,48.8,9.16,8992,314.9,-43.9,19,-58.2,4.5,34,eor
4928,2021060112,1632,-999,48.79,9.16,8999,314.5,-43.9,20,-58.1,4.6,34,eor
4928,2021060112,1634,-999,48.79,9.16,9008,314,-44,20,-58.1,4.6,34,eor
4928,2021060112,1636,-999,48.79,9.16,9019,313.6,-44.1,20,-58.1,4.6,35,eor
4928,2021060112,1638,-999,48.79,9.16,9028,313.1,-44.2,20,-58.2,4.6,35,eor
4928,2021060112,1640,-999,48.79,9.16,9039,312.6,-44.3,20,-58.2,4.6,36,eor
4928,2021060112,1642,-999,48.79,9.16,9049,312.2,-44.4,20,-58.3,4.6,36,eor
4928,2021060112,1644,-999,48.79,9.16,9060,311.7,-44.5,20,-58.4,4.6,36,eor
4928,2021060112,1646,-999,48.79,9.16,9068,311.3,-44.5,20,-58.4,4.6,36,eor
4928,2021060112,1648,-999,48.79,9.16,9078,310.8,-44.6,20,-58.5,4.7,36,eor
4928,2021060112,1650,-999,48.79,9.16,9088,310.3,-44.8,21,-58.5,4.7,36,eor
4928,2021060112,1652,-999,48.79,9.16,9099,309.8,-44.9,21,-58.5,4.7,35,eor
4928,2021060112,1654,-999,48.79,9.16,9109,309.4,-44.9,21,-58.5,4.7,35,eor
4928,2021060112,1656,-999,48.79,9.16,9120,308.9,-45,21,-58.6,4.8,34,eor
4928,2021060112,1658,-999,48.79,9.16,9131,308.4,-45.1,21,-58.7,4.8,33,eor
4928,2021060112,1660,-999,48.79,9.16,9142,307.9,-45.2,21,-58.8,4.9,32,eor
4928,2021060112,1662,-999,48.79,9.16,9153,307.4,-45.3,21,-58.8,4.9,31,eor
4928,2021060112,1664,-999,48.79,9.16,9163,306.9,-45.4,21,-58.8,5,30,eor
4928,2021060112,1666,-999,48.79,9.16,9174,306.4,-45.5,21,-58.8,5,30,eor
4928,2021060112,1668,-999,48.79,9.16,9182,306,-45.6,22,-58.8,5,29,eor
4928,2021060112,1670,-999,48.79,9.16,9191,305.6,-45.7,22,-58.9,5,29,eor
4928,2021060112,1672,-999,48.79,9.16,9201,305.2,-45.8,22,-58.9,5.1,29,eor
4928,2021060112,1674,-999,48.79,9.16,9209,304.8,-45.9,22,-58.9,5.1,30,eor
4928,2021060112,1676,-999,48.79,9.16,9219,304.3,-46,22,-58.9,5.1,30,eor
4928,2021060112,1678,-999,48.79,9.16,9227,303.9,-46.1,23,-58.9,5.1,31,eor
4928,2021060112,1680,-999,48.79,9.16,9237,303.5,-46.2,23,-58.8,5.1,32,eor
4928,2021060112,1682,-999,48.79,9.16,9246,303.1,-46.2,23,-58.7,5.1,33,eor
4928,2021060112,1684,-999,48.79,9.16,9255,302.6,-46.3,24,-58.7,5.1,33,eor
4928,2021060112,1686,-999,48.79,9.16,9266,302.2,-46.4,24,-58.8,5.2,34,eor
4928,2021060112,1688,-999,48.79,9.16,9276,301.7,-46.5,24,-58.9,5.2,35,eor
4928,2021060112,1690,-999,48.79,9.16,9286,301.2,-46.6,23,-59.1,5.3,36,eor
4928,2021060112,1692,-999,48.79,9.16,9298,300.7,-46.7,23,-59.3,5.3,37,eor
4928,2021060112,1694,-999,48.79,9.16,9309,300.3,-46.8,23,-59.5,5.3,38,eor
4928,2021060112,1696,-999,48.79,9.16,9319,299.8,-46.9,23,-59.6,5.4,38,eor
4928,2021060112,1698,-999,48.79,9.16,9328,299.3,-46.9,23,-59.7,5.4,39,eor
4928,2021060112,1700,-999,48.79,9.16,9338,298.9,-47,22,-59.8,5.4,40,eor
4928,2021060112,1702,-999,48.79,9.16,9349,298.4,-47.1,22,-59.9,5.4,41,eor
4928,2021060112,1704,-999,48.79,9.16,9360,298,-47.2,22,-60,5.3,41,eor
4928,2021060112,1706,-999,48.79,9.16,9369,297.5,-47.2,22,-60.1,5.3,42,eor
4928,2021060112,1708,-999,48.79,9.16,9378,297.1,-47.3,22,-60.2,5.2,44,eor
4928,2021060112,1710,-999,48.79,9.16,9388,296.6,-47.4,22,-60.2,5.2,45,eor
4928,2021060112,1712,-999,48.79,9.16,9398,296.1,-47.5,22,-60.4,5.1,46,eor
4928,2021060112,1714,-999,48.79,9.16,9411,295.6,-47.5,21,-60.7,5.1,48,eor
4928,2021060112,1716,-999,48.79,9.16,9423,295.1,-47.6,20,-61.1,5.1,49,eor
4928,2021060112,1718,-999,48.79,9.16,9434,294.6,-47.7,20,-61.3,5,50,eor
4928,2021060112,1720,-999,48.79,9.16,9445,294.1,-47.8,20,-61.3,5,52,eor
4928,2021060112,1722,-999,48.79,9.16,9456,293.6,-47.9,20,-61.2,5,53,eor
4928,2021060112,1724,-999,48.79,9.16,9468,293.1,-48,21,-61.3,5,53,eor
4928,2021060112,1726,-999,48.79,9.16,9478,292.6,-48,20,-61.5,5,54,eor
4928,2021060112,1728,-999,48.79,9.16,9488,292.2,-48.1,20,-61.6,5,54,eor
4928,2021060112,1730,-999,48.79,9.16,9499,291.7,-48.2,20,-61.7,5,54,eor
4928,2021060112,1732,-999,48.79,9.16,9510,291.2,-48.3,20,-61.9,5,54,eor
4928,2021060112,1734,-999,48.79,9.16,9521,290.7,-48.3,19,-62.1,4.9,53,eor
4928,2021060112,1736,-999,48.79,9.16,9532,290.3,-48.4,19,-62.4,4.9,52,eor
4928,2021060112,1738,-999,48.79,9.16,9542,289.8,-48.5,18,-62.6,4.9,52,eor
4928,2021060112,1740,-999,48.79,9.16,9551,289.4,-48.5,18,-62.8,4.9,51,eor
4928,2021060112,1742,-999,48.79,9.16,9560,289,-48.6,18,-63,4.9,50,eor
4928,2021060112,1744,-999,48.79,9.16,9569,288.6,-48.7,18,-63.2,4.9,49,eor
4928,2021060112,1746,-999,48.79,9.16,9581,288.1,-48.7,18,-63.2,4.8,48,eor
4928,2021060112,1748,-999,48.79,9.16,9591,287.6,-48.8,18,-63.2,4.8,48,eor
4928,2021060112,1750,-999,48.79,9.16,9602,287.2,-48.9,18,-63.2,4.8,47,eor
4928,2021060112,1752,-999,48.79,9.16,9612,286.8,-49,18,-63.3,4.8,46,eor
4928,2021060112,1754,-999,48.79,9.16,9621,286.3,-49.1,18,-63.3,4.7,45,eor
4928,2021060112,1756,-999,48.79,9.16,9632,285.9,-49.2,18,-63.2,4.7,45,eor
4928,2021060112,1758,-999,48.79,9.16,9642,285.4,-49.3,19,-63.2,4.7,44,eor
4928,2021060112,1760,-999,48.79,9.16,9653,284.9,-49.4,19,-63.2,4.7,43,eor
4928,2021060112,1762,-999,48.79,9.16,9665,284.5,-49.5,19,-63.1,4.7,42,eor
4928,2021060112,1764,-999,48.79,9.16,9675,284,-49.6,19,-63.2,4.6,42,eor
4928,2021060112,1766,-999,48.79,9.16,9686,283.5,-49.7,20,-63.2,4.6,41,eor
4928,2021060112,1768,-999,48.79,9.16,9698,283,-49.8,20,-63.2,4.6,40,eor
4928,2021060112,1770,-999,48.79,9.16,9709,282.5,-49.9,20,-63.3,4.6,40,eor
4928,2021060112,1772,-999,48.79,9.16,9722,282,-50,20,-63.4,4.6,40,eor
4928,2021060112,1774,-999,48.79,9.16,9732,281.5,-50.1,20,-63.4,4.5,41,eor
4928,2021060112,1776,-999,48.79,9.16,9745,281,-50.3,20,-63.5,4.5,41,eor
4928,2021060112,1778,-999,48.79,9.16,9756,280.5,-50.4,20,-63.5,4.5,42,eor
4928,2021060112,1780,-999,48.79,9.16,9767,280,-50.5,20,-63.6,4.4,43,eor
4928,2021060112,1782,-999,48.79,9.16,9777,279.6,-50.6,20,-63.6,4.4,44,eor
4928,2021060112,1784,-999,48.79,9.16,9787,279.2,-50.6,20,-63.7,4.3,45,eor
4928,2021060112,1786,-999,48.79,9.16,9796,278.8,-50.7,21,-63.7,4.3,47,eor
4928,2021060112,1788,-999,48.79,9.16,9806,278.4,-50.8,21,-63.7,4.2,48,eor
4928,2021060112,1790,-999,48.79,9.16,9815,278,-50.9,21,-63.7,4.2,49,eor
4928,2021060112,1792,-999,48.79,9.16,9824,277.6,-50.9,21,-63.7,4.1,49,eor
4928,2021060112,1794,-999,48.79,9.16,9833,277.2,-51,21,-63.7,4.1,49,eor
4928,2021060112,1796,-999,48.79,9.16,9843,276.7,-51.1,21,-63.7,4,49,eor
4928,2021060112,1798,-999,48.79,9.16,9855,276.3,-51.1,21,-63.7,3.9,48,eor
4928,2021060112,1800,-999,48.79,9.16,9867,275.8,-51.2,22,-63.8,3.9,46,eor
4928,2021060112,1802,-999,48.79,9.15,9878,275.3,-51.3,22,-63.8,3.8,45,eor
4928,2021060112,1804,-999,48.79,9.15,9888,274.9,-51.3,22,-63.9,3.8,42,eor
4928,2021060112,1806,-999,48.79,9.15,9899,274.5,-51.4,21,-64,3.7,40,eor
4928,2021060112,1808,-999,48.79,9.15,9907,274.1,-51.4,21,-64.1,3.7,37,eor
4928,2021060112,1810,-999,48.79,9.15,9916,273.7,-51.5,21,-64.2,3.7,35,eor
4928,2021060112,1812,-999,48.79,9.15,9925,273.3,-51.5,21,-64.3,3.7,32,eor
4928,2021060112,1814,-999,48.79,9.15,9934,272.9,-51.6,21,-64.3,3.7,30,eor
4928,2021060112,1816,-999,48.79,9.15,9943,272.5,-51.6,21,-64.3,3.7,27,eor
4928,2021060112,1818,-999,48.79,9.15,9952,272.2,-51.7,21,-64.3,3.7,25,eor
4928,2021060112,1820,-999,48.79,9.15,9961,271.8,-51.8,21,-64.3,3.7,24,eor
4928,2021060112,1822,-999,48.79,9.15,9969,271.4,-51.8,22,-64.3,3.7,23,eor
4928,2021060112,1824,-999,48.79,9.15,9981,271,-51.9,22,-64.3,3.7,22,eor
4928,2021060112,1826,-999,48.79,9.15,9989,270.6,-52,22,-64.3,3.6,21,eor
4928,2021060112,1828,-999,48.79,9.15,9998,270.2,-52.1,22,-64.3,3.6,20,eor
4928,2021060112,1830,-999,48.79,9.15,10007,269.9,-52.1,22,-64.4,3.6,20,eor
4928,2021060112,1832,-999,48.79,9.15,10015,269.5,-52.2,22,-64.4,3.5,20,eor
4928,2021060112,1834,-999,48.79,9.15,10024,269.2,-52.3,23,-64.4,3.5,20,eor
4928,2021060112,1836,-999,48.79,9.15,10032,268.8,-52.4,23,-64.3,3.4,20,eor
4928,2021060112,1838,-999,48.79,9.15,10041,268.4,-52.4,23,-64.3,3.3,20,eor
4928,2021060112,1840,-999,48.79,9.15,10050,268,-52.5,24,-64.2,3.3,21,eor
4928,2021060112,1842,-999,48.79,9.15,10061,267.6,-52.6,25,-64,3.2,21,eor
4928,2021060112,1844,-999,48.79,9.15,10072,267.2,-52.7,25,-63.9,3.1,20,eor
4928,2021060112,1846,-999,48.79,9.15,10084,266.7,-52.8,26,-63.7,3,20,eor
4928,2021060112,1848,-999,48.79,9.15,10093,266.3,-52.9,27,-63.5,2.9,19,eor
4928,2021060112,1850,-999,48.79,9.15,10103,265.9,-53,28,-63.4,2.8,18,eor
4928,2021060112,1852,-999,48.79,9.15,10113,265.4,-53.1,28,-63.3,2.8,16,eor
4928,2021060112,1854,-999,48.79,9.15,10125,265,-53.2,29,-63.3,2.7,13,eor
4928,2021060112,1856,-999,48.79,9.15,10136,264.5,-53.3,29,-63.3,2.6,10,eor
4928,2021060112,1858,-999,48.79,9.15,10148,264.1,-53.4,30,-63.3,2.5,6,eor
4928,2021060112,1860,-999,48.79,9.15,10157,263.7,-53.5,30,-63.2,2.4,2,eor
4928,2021060112,1862,-999,48.79,9.15,10167,263.3,-53.6,31,-63.2,2.4,357,eor
4928,2021060112,1864,-999,48.79,9.15,10176,262.9,-53.7,31,-63.1,2.4,352,eor
4928,2021060112,1866,-999,48.79,9.15,10186,262.5,-53.8,32,-63.1,2.4,346,eor
4928,2021060112,1868,-999,48.79,9.15,10195,262.1,-53.9,32,-63.1,2.5,341,eor
4928,2021060112,1870,-999,48.79,9.15,10206,261.6,-54,33,-63,2.6,337,eor
4928,2021060112,1872,-999,48.79,9.15,10217,261.2,-54.1,33,-63,2.7,333,eor
4928,2021060112,1874,-999,48.79,9.15,10228,260.7,-54.2,34,-63,2.8,330,eor
4928,2021060112,1876,-999,48.79,9.15,10240,260.3,-54.3,34,-62.9,3,328,eor
4928,2021060112,1878,-999,48.79,9.15,10253,259.8,-54.4,35,-63,3.1,327,eor
4928,2021060112,1880,-999,48.79,9.15,10264,259.3,-54.5,35,-63,3.3,326,eor
4928,2021060112,1882,-999,48.79,9.15,10274,258.9,-54.6,35,-63,3.5,326,eor
4928,2021060112,1884,-999,48.79,9.15,10283,258.5,-54.7,36,-63,3.7,327,eor
4928,2021060112,1886,-999,48.79,9.15,10294,258.1,-54.8,36,-63,3.9,328,eor
4928,2021060112,1888,-999,48.79,9.15,10306,257.6,-54.9,37,-62.9,4.1,330,eor
4928,2021060112,1890,-999,48.79,9.15,10317,257.2,-55,38,-62.8,4.3,331,eor
4928,2021060112,1892,-999,48.79,9.15,10329,256.7,-55,39,-62.7,4.5,333,eor
4928,2021060112,1894,-999,48.79,9.15,10339,256.3,-55.1,40,-62.6,4.7,334,eor
4928,2021060112,1896,-999,48.79,9.15,10350,255.8,-55.2,40,-62.6,4.9,336,eor
4928,2021060112,1898,-999,48.79,9.15,10361,255.4,-55.2,40,-62.7,5.1,337,eor
4928,2021060112,1900,-999,48.79,9.15,10370,255,-55.3,39,-62.8,5.3,338,eor
4928,2021060112,1902,-999,48.79,9.15,10380,254.6,-55.3,38,-63,5.5,339,eor
4928,2021060112,1904,-999,48.79,9.16,10391,254.2,-55.3,37,-63.4,5.7,340,eor
4928,2021060112,1906,-999,48.79,9.16,10399,253.9,-55.3,35,-63.7,5.8,341,eor
4928,2021060112,1908,-999,48.79,9.16,10409,253.5,-55.3,34,-64.1,6,341,eor
4928,2021060112,1910,-999,48.79,9.16,10418,253.1,-55.3,32,-64.4,6.2,342,eor
4928,2021060112,1912,-999,48.79,9.16,10427,252.8,-55.4,32,-64.6,6.3,342,eor
4928,2021060112,1914,-999,48.79,9.16,10434,252.4,-55.4,31,-64.8,6.5,342,eor
4928,2021060112,1916,-999,48.79,9.16,10444,252.1,-55.5,31,-64.9,6.6,343,eor
4928,2021060112,1918,-999,48.79,9.16,10454,251.7,-55.5,30,-65,6.8,343,eor
4928,2021060112,1920,-999,48.79,9.16,10462,251.4,-55.5,30,-65.1,6.9,344,eor
4928,2021060112,1922,-999,48.79,9.16,10471,251,-55.5,30,-65.1,7.1,344,eor
4928,2021060112,1924,-999,48.79,9.16,10479,250.7,-55.4,30,-65.1,7.2,344,eor
4928,2021060112,1926,-999,48.79,9.16,10487,250.4,-55.5,30,-65.2,7.3,345,eor
4928,2021060112,1928,-999,48.79,9.16,10497,250,-55.5,29,-65.2,7.4,345,eor
4928,2021060112,1930,-999,48.79,9.16,10506,249.7,-55.5,29,-65.3,7.5,345,eor
4928,2021060112,1932,-999,48.79,9.16,10514,249.3,-55.5,29,-65.4,7.6,346,eor
4928,2021060112,1934,-999,48.78,9.16,10523,249,-55.4,29,-65.4,7.7,346,eor
4928,2021060112,1936,-999,48.78,9.16,10532,248.7,-55.4,28,-65.5,7.8,346,eor
4928,2021060112,1938,-999,48.78,9.16,10540,248.3,-55.4,28,-65.6,7.9,345,eor
4928,2021060112,1940,-999,48.78,9.16,10549,248,-55.5,27,-65.8,8,345,eor
4928,2021060112,1942,-999,48.78,9.16,10558,247.6,-55.6,27,-66,8.1,344,eor
4928,2021060112,1944,-999,48.78,9.16,10566,247.3,-55.6,26,-66.2,8.3,344,eor
4928,2021060112,1946,-999,48.78,9.16,10575,247,-55.7,26,-66.4,8.4,343,eor
4928,2021060112,1948,-999,48.78,9.16,10584,246.6,-55.7,25,-66.6,8.6,341,eor
4928,2021060112,1950,-999,48.78,9.16,10594,246.2,-55.7,25,-66.8,8.8,340,eor
4928,2021060112,1952,-999,48.78,9.16,10605,245.8,-55.8,24,-67,9.1,339,eor
4928,2021060112,1954,-999,48.78,9.16,10615,245.4,-55.8,23,-67.2,9.3,338,eor
4928,2021060112,1956,-999,48.78,9.16,10629,244.9,-55.7,23,-67.2,9.6,336,eor
4928,2021060112,1958,-999,48.78,9.16,10640,244.5,-55.6,23,-67.2,10,335,eor
4928,2021060112,1960,-999,48.78,9.16,10651,244,-55.5,23,-67.2,10.3,334,eor
4928,2021060112,1962,-999,48.78,9.16,10663,243.6,-55.4,23,-67.2,10.7,333,eor
4928,2021060112,1964,-999,48.78,9.16,10674,243.2,-55.4,23,-67.1,11.1,332,eor
4928,2021060112,1966,-999,48.78,9.16,10683,242.8,-55.4,23,-66.9,11.5,332,eor
4928,2021060112,1968,-999,48.78,9.16,10693,242.4,-55.5,24,-66.8,11.9,331,eor
4928,2021060112,1970,-999,48.78,9.16,10703,242,-55.5,25,-66.6,12.3,330,eor
4928,2021060112,1972,-999,48.78,9.16,10714,241.6,-55.6,25,-66.4,12.7,330,eor
4928,2021060112,1974,-999,48.78,9.16,10725,241.2,-55.6,26,-66.2,13.1,329,eor
4928,2021060112,1976,-999,48.78,9.16,10738,240.7,-55.7,27,-66.1,13.5,329,eor
4928,2021060112,1978,-999,48.78,9.16,10751,240.3,-55.7,28,-66,13.9,328,eor
4928,2021060112,1980,-999,48.78,9.16,10761,239.9,-55.8,28,-65.9,14.3,328,eor
4928,2021060112,1982,-999,48.78,9.16,10771,239.5,-55.9,28,-65.8,14.6,327,eor
4928,2021060112,1984,-999,48.78,9.16,10779,239.2,-55.9,29,-65.8,14.9,327,eor
4928,2021060112,1986,-999,48.78,9.16,10787,238.9,-55.9,28,-65.9,15.2,326,eor
4928,2021060112,1988,-999,48.78,9.16,10796,238.5,-55.9,28,-66,15.4,326,eor
4928,2021060112,1990,-999,48.78,9.16,10805,238.2,-55.8,27,-66.1,15.6,326,eor
4928,2021060112,1992,-999,48.78,9.16,10813,237.9,-55.7,26,-66.3,15.8,325,eor
4928,2021060112,1994,-999,48.78,9.16,10822,237.6,-55.7,25,-66.6,15.9,325,eor
4928,2021060112,1996,-999,48.78,9.16,10830,237.3,-55.7,24,-66.9,16,325,eor
4928,2021060112,1998,-999,48.78,9.16,10838,237,-55.7,23,-67.1,16.1,325,eor
4928,2021060112,2000,-999,48.78,9.16,10846,236.7,-55.7,23,-67.3,16.1,326,eor
4928,2021060112,2002,-999,48.78,9.16,10855,236.3,-55.8,23,-67.4,16.2,326,eor
4928,2021060112,2004,-999,48.78,9.16,10864,236,-55.9,23,-67.4,16.2,326,eor
4928,2021060112,2006,-999,48.78,9.16,10872,235.7,-55.9,23,-67.4,16.2,327,eor
4928,2021060112,2008,-999,48.78,9.16,10880,235.4,-56,23,-67.4,16.3,327,eor
4928,2021060112,2010,-999,48.78,9.16,10889,235.1,-56,24,-67.3,16.3,328,eor
4928,2021060112,2012,-999,48.78,9.16,10897,234.8,-56.1,24,-67.3,16.4,328,eor
4928,2021060112,2014,-999,48.78,9.16,10905,234.5,-56.1,24,-67.4,16.4,329,eor
4928,2021060112,2016,-999,48.78,9.16,10914,234.2,-56.2,24,-67.4,16.5,329,eor
4928,2021060112,2018,-999,48.78,9.16,10922,233.9,-56.2,24,-67.4,16.6,330,eor
4928,2021060112,2020,-999,48.78,9.16,10930,233.5,-56.2,24,-67.4,16.6,330,eor
4928,2021060112,2022,-999,48.78,9.16,10940,233.2,-56.3,24,-67.4,16.7,331,eor
4928,2021060112,2024,-999,48.78,9.16,10948,232.9,-56.4,24,-67.4,16.8,331,eor
4928,2021060112,2026,-999,48.78,9.16,10956,232.6,-56.4,25,-67.4,16.8,331,eor
4928,2021060112,2028,-999,48.78,9.16,10964,232.3,-56.5,25,-67.4,16.9,332,eor
4928,2021060112,2030,-999,48.77,9.16,10972,232,-56.5,25,-67.4,16.9,332,eor
4928,2021060112,2032,-999,48.77,9.16,10980,231.7,-56.5,25,-67.4,17,333,eor
4928,2021060112,2034,-999,48.77,9.16,10988,231.4,-56.5,25,-67.4,17,333,eor
